번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
6441,장곡도서관,장곡도서관,경기도,시흥시,지역문화시설,시흥시,Public WiFi Free,2021-02,경기도 시흥시 인선길 52,경기도 시흥시 장곡동 811-2,경기도 시흥시청,031-310-2304,37.377575,126.782971,2021-10-31
6442,서울대학교 교육협력센터 시티랩(806호),서울대학교 교육협력센터 시티랩(806호),경기도,시흥시,교육시설,시흥시,Public WiFi Free,2021-02,경기도 시흥시 서울대학로 173,경기도 시흥시 정왕동 2554,경기도 시흥시청,031-310-2304,37.366247,126.718737,2021-10-31
6443,은행동주민센터 2층,은행동주민센터 2층,경기도,시흥시,관공서,시흥시,Public WiFi Free,2021-02,경기도 시흥시 수인로3247번길 25,경기도 시흥시 은행동 113-9,경기도 시흥시청,031-310-2304,37.436450,126.797986,2021-10-31
6444,은행동주민센터(대강당),은행동주민센터(대강당),경기도,시흥시,관공서,시흥시,Public WiFi Free,2021-02,경기도 시흥시 수인로3247번길 25,경기도 시흥시 은행동 113-9,경기도 시흥시청,031-310-2304,37.436450,126.797986,2021-10-31
6445,시흥시사회적경제지원센터,시흥시사회적경제지원센터,경기도,시흥시,기타,시흥시,Public WiFi Free,2021-02,경기도 시흥시 새재로 23-1,경기도 시흥시 장현동 547-2,경기도 시흥시청,031-310-2304,37.381452,126.802601,2021-10-31
6446,차량등록사업소,차량등록사업소,경기도,시흥시,관공서,시흥시,Public WiFi Free,2021-02,경기도 시흥시 시흥대로268번길 8,경기도 시흥시 능곡동 808-1,경기도 시흥시청,031-310-2304,37.364306,126.807253,2021-10-31
6447,시흥시농업기술센터(1층 로비),시흥시농업기술센터(1층 로비),경기도,시흥시,관공서,시흥시,Public WiFi Free,2021-02,경기도 시흥시 관곡지로 139,경기도 시흥시 하중동 271,경기도 시흥시청,031-310-2304,37.400703,126.808405,2021-10-31
6448,능곡행복건강센터,능곡행복건강센터,경기도,시흥시,서민·복지시설,시흥시,Public WiFi Free,2021-02,경기도 시흥시 능곡로 140,경기도 시흥시 능곡동 710,경기도 시흥시청,031-310-2304,37.366428,126.815720,2021-10-31
6449,정왕본동행정복지센터,정왕본동행정복지센터,경기도,시흥시,관공서,시흥시,Public WiFi Free,2021-02,경기도 시흥시 역전로 228,경기도 시흥시 정왕동 2149-3,경기도 시흥시청,031-310-2304,37.349392,126.746010,2021-10-31
6450,프로이카 월드 앞,정왕동 도시재생사업지(프로이카 월드 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 역전로 314,경기도 시흥시 정왕동 2304-12,경기도 시흥시청,031-310-3756,37.353236,126.738034,2021-10-31
6451,시화충현교회 앞,정왕동 도시재생사업지(시화충현교회 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕신길로 165,경기도 시흥시 정왕동 876-375,경기도 시흥시청,031-310-3756,37.351863,126.736883,2021-10-31
6452,GS25 정왕충현점 앞,정왕동 도시재생사업지(GS25정왕충현점 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 역전로 301번길 10-4,경기도 시흥시 정왕동 2305-42,경기도 시흥시청,031-310-3756,37.352045,126.737896,2021-10-31
6453,SK시화대리점 본점 앞,정왕동 도시재생사업지(SK시화대리점 본점 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 다솜마을2길 1,경기도 시흥시 정왕동 1802-1,경기도 시흥시청,031-310-3756,37.350237,126.739867,2021-10-31
6454,하회상점가 앞,정왕동 도시재생사업지(하회상점가 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕동 876-688,경기도 시흥시 정왕동 876-688,경기도 시흥시청,031-310-3756,37.350922,126.739935,2021-10-31
6455,정왕역앞사거리 신호등1,정왕동 도시재생사업지(정왕역앞사거리 신호등1),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕동 876-258,경기도 시흥시 정왕동 876-258,경기도 시흥시청,031-310-3756,37.351124,126.741083,2021-10-31
6456,정왕역앞사거리 신호등2,정왕동 도시재생사업지(정왕역앞사거리 신호등2),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕동 876-258,경기도 시흥시 정왕동 876-258,경기도 시흥시청,031-310-3756,37.351124,126.741083,2021-10-31
6457,플러스마트3호점 앞,정왕동 도시재생사업지(플러스마트3호점 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 다솜마을2길 13,경기도 시흥시 정왕동 1806-1,경기도 시흥시청,031-310-3756,37.350423,126.741309,2021-10-31
6458,세븐일레븐 군서고점 앞,정왕동 도시재생사업지(세븐일레븐 군서고점 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 군서마을로 116,경기도 시흥시 정왕동 1803-6,경기도 시흥시청,031-310-3756,37.349696,126.740711,2021-10-31
6459,군서고등학교 후문,정왕동 도시재생사업지(군서고등학교 후문),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕동 1808-2,경기도 시흥시 정왕동 1808-2,경기도 시흥시청,031-310-3756,37.349528,126.742678,2021-10-31
6460,스타공인중개사 앞,정왕동 도시재생사업지(스타공인중개사 앞),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 다솜마을2길 30,경기도 시흥시 정왕동 1810-1,경기도 시흥시청,031-310-3756,37.350172,126.743119,2021-10-31
6461,삼성골드공인중개사 옆,정왕동 도시재생사업지(삼성골드공인중개사 옆),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕신길로229번길 24,경기도 시흥시 정왕동 1812-1,경기도 시흥시청,031-310-3756,37.349939,126.744048,2021-10-31
6462,시흥소방서 앞 신호등,정왕동 도시재생사업지(시흥소방서 앞 신호등),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 정왕신길로 206,경기도 시흥시 정왕동 1800-1,경기도 시흥시청,031-310-3756,37.349557,126.739529,2021-10-31
6463,시흥세무서 건너편 신호등,정왕동 도시재생사업지(시흥세무서 건너편 신호등),경기도,시흥시,편의시설,시흥시,Siheung-free,2021-04,경기도 시흥시 마유로 376,경기도 시흥시 정왕동 1800-3,경기도 시흥시청,031-310-3756,37.348620,126.738641,2021-10-31
6464,배곧누리초.중흥S클래스,배곧누리초.중흥S클래스,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25009,(정류소번호) 25009,경기도 시흥시청,031-310-2758,37.382215,126.732657,2021-10-31
6465,오이도종합어시장,오이도종합어시장,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25010,(정류소번호) 25010,경기도 시흥시청,031-310-2758,37.345162,126.689917,2021-10-31
6466,오이도종합어시장,오이도종합어시장,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25011,(정류소번호) 25011,경기도 시흥시청,031-310-2758,37.345122,126.689761,2021-10-31
6467,배곧고등학교,배곧고등학교,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25061,(정류소번호) 25061,경기도 시흥시청,031-310-2758,37.374294,126.733742,2021-10-31
6468,동남아파트,동남아파트,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25067,(정류소번호) 25067,경기도 시흥시청,031-310-2758,37.374294,126.733742,2021-10-31
6469,신동아2단지,신동아2단지,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25073,(정류소번호) 25073,경기도 시흥시청,031-310-2758,37.357237,126.721104,2021-10-31
6470,시화병원,시화병원,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25084,(정류소번호) 25084,경기도 시흥시청,031-310-2758,37.354403,126.723902,2021-10-31
6471,시화병원,시화병원,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25086,(정류소번호) 25086,경기도 시흥시청,031-310-2758,37.354805,126.724132,2021-10-31
6472,영남1단지.고합아파트,영남1단지.고합아파트,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25098,(정류소번호) 25098,경기도 시흥시청,031-310-2758,37.359104,126.727143,2021-10-31
6473,고합아파트,고합아파트,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25099,(정류소번호) 25099,경기도 시흥시청,031-310-2758,37.359282,126.727034,2021-10-31
6474,건영2단지.영남5단지,건영2단지.영남5단지,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25100,(정류소번호) 25100,경기도 시흥시청,031-310-2758,37.357254,126.727838,2021-10-31
6475,건영2단지.영남5단지,건영2단지.영남5단지,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25105,(정류소번호) 25105,경기도 시흥시청,031-310-2758,37.357457,126.728000,2021-10-31
6476,모아아파트,모아아파트,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25120,(정류소번호) 25120,경기도 시흥시청,031-310-2758,37.362809,126.730791,2021-10-31
6477,월드아파트.월드사거리,월드아파트.월드사거리,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25121,(정류소번호) 25121,경기도 시흥시청,031-310-2758,37.356176,126.730093,2021-10-31
6478,모아아파트.세종프라자,모아아파트.세종프라자,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25131,(정류소번호) 25131,경기도 시흥시청,031-310-2758,37.362811,126.730340,2021-10-31
6479,계룡1차아파트,계룡1차아파트,경기도,시흥시,교통시설,시흥시,Siheung-free,2021-05,(정류소번호) 25135,(정류소번호) 25135,경기도 시흥시청,031-310-2758,37.349756,126.731730,2021-10-31
6480,상대원3동복지회관,"1층(상담실, 프로그램실)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 중원구 박석로80번길 10,,KT,031-1588-9010,37.439977,127.166144,2021-09-30
6481,상대원3동 주민센터,상대원3동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2014-12,경기도 성남시 중원구 박석로 78,,중원구 행정지원과,031-729-6072,37.439643,127.165499,2021-09-30
6482,심곡동 탄천광장,심곡장 탄천광장 고가차도 밑,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 수정구 수정로 6,,스마트도시과,031-729-8523,37.439455,127.119934,2021-09-30
6483,성남문화원,"1층 로비, 2층 로비, 3층 로비",경기도,성남시,지역문화시설,LGU+,Public WiFi Free,2014-12,경기도 성남시 수정구 산성대로215번길 7,,LGU+,031-1544-8585,37.439035,127.140877,2021-09-30
6484,상대원2동 주민센터,상대원2동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2014-12,경기도 성남시 중원구 희망로 371,,중원구 행정지원과,031-729-6072,37.438875,127.158315,2021-09-30
6485,상대원2동 물놀이장,상대원2동 물놀이장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,경기도 성남시 중원구 희망로 367번길 38,,스마트도시과,031-729-8523,37.438704,127.154709,2021-09-30
6486,성호시장,"성호시장 사거리, 지하상가 11번·12번 출구 근처",경기도,성남시,서민·복지시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 중원구 광명로 147,,스마트도시과,031-729-8523,37.438635,127.143515,2021-09-30
6487,서현1동주민자치센터,서현1동주민자치센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,중앙공원로39번길 35,,KT,031-1588-9010,37.3828141,127.1238549,2021-09-30
6488,수내3동주민센터,수내3동주민센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,돌마로356번길 43,,KT,031-1588-9010,37.3668161,127.1239387,2021-09-30
6489,산성동주민자치센터,산성동주민자치센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,수정남로 261,,KT,031-1588-9010,37.4521018,127.149676,2021-09-30
6490,야탑1동주민센터,야탑1동주민센터,경기도,성남시,관공서,KT,Public WiFi Free,2020-02,장미로86번길 18,,KT,031-1588-9010,37.4120051,127.1280481,2021-09-30
6491,성남시여성문화회관,"1층 로비, 2층( 우측 복도, 좌측 복도, 헬스장, 수영장 관망대)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-01,경기도 성남시 분당구 판교로 546,,KT,031-1588-9010,37.405116,127.13449,2021-09-30
6492,빛나래 어린이공원,빛나래 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 삼평동 614,스마트도시과,031-729-8523,37.404947,127.098579,2021-09-30
6493,봇들공원,공원입구 광장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 대왕판교로 712번길 16,,스마트도시과,031-729-8523,37.404591,127.107815,2021-09-30
6494,중앙도서관,"2층(전자정보실, 로비, 문헌정보실)",경기도,성남시,지역문화시설,LGU+,Public WiFi Free,2014-12,경기도 성남시 분당구 판교로 546,,LGU+,031-1544-8585,37.404186,127.134864,2021-09-30
6495,중앙도서관,"중앙도서관(1층 로비, 3층 로비, 시청각실)",경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2013-12,경기도 성남시 분당구 판교로 546,,중앙도서관,031-729-8642,37.404186,127.134803,2021-09-30
6496,우주공원,우주공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 삼평동 620,스마트도시과,031-729-8523,37.404089,127.101415,2021-09-30
6497,성남아트센터 (공연장내부),성남아트센터 공연장 내부,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2013-12,경기도 성남시 분당구 성남대로 808,,성남문화재단,031-783-8000,37.401889,127.129556,2021-09-30
6498,성남아트센터 (공연장내부),성남아트센터 공연장 내부,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 성남대로 808,,성남문화재단,031-783-8000,37.401889,127.129556,2021-09-30
6499,성남아트센터 (공연장내부),성남아트센터 공연장 내부,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 성남대로 808,,성남문화재단,031-783-8000,37.401889,127.129556,2021-09-30
6500,성남아트센터(실외광장),"중앙광장, 오페라하우스앞 광장, 사무동외곽",경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 성남대로 808,,스마트도시과,031-729-8523,37.401853,127.129399,2021-09-30
6501,어울 어린이공원,어울 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 삼평동 677,스마트도시과,031-729-8523,37.401664,127.111352,2021-09-30
6502,판교박물관,"지하1층 사무실, 1층(회의실, 전시실, 계단)",경기도,성남시,지역문화시설,KT,Public WiFi Free,2014-01,경기도 성남시 분당구 판교로 191,,KT,031-1588-9010,37.400864,127.095634,2021-09-30
6503,이매2동 주민센터,이매2동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 탄천로79번길 19,,분당구 행정지원과,031-729-7072,37.399545,127.121803,2021-09-30
6504,이매1동 주민센터,이매1동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 성남대로779번길 10,,분당구 행정지원과,031-729-7072,37.399526,127.127148,2021-09-30
6505,테크노파크공원,테크노파크공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 삼평동 669,스마트도시과,031-729-8523,37.399395,127.107298,2021-09-30
6506,방아교,방아다리사거리 밑쪽 탄천광장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 양현로 170,,스마트도시과,031-729-8523,37.39899,127.124081,2021-09-30
6507,봄볕 어린이공원,봄볕 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 판교동 532,스마트도시과,031-729-8523,37.3982,127.097463,2021-09-30
6508,화랑공원,"바닥분수, 야외공연장",경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 대왕판교로 609,,스마트도시과,031-729-8523,37.397384,127.105387,2021-09-30
6509,농업기술센터(자원봉사센터),"1층 사무실, 2층(자원봉사센터, 중앙복도), 3층(조리교육장, 소회의실), 4층 강당",경기도,성남시,관공서,KT,Public WiFi Free,2015-12,경기도 성남시 분당구 성남대로762번길 2,,KT,031-1588-9010,37.397291,127.129442,2021-09-30
6510,이매교,이매교,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 이매동 130,스마트도시과,031-729-8523,37.395087,127.124155,2021-09-30
6511,나들이공원,나들이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 백현동 542-1,스마트도시과,031-729-8523,37.394634,127.116466,2021-09-30
6512,중앙공원,"분당구청 잔디광장 맞은편 입구, 관리사무소 광장등 다수",경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 성남대로 550,,스마트도시과,031-729-8523,37.37498,127.124862,2021-09-30
6513,궁내교,궁내교,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 정자동 100-3,스마트도시과,031-729-8523,37.373649,127.109277,2021-09-30
6514,코끼리시장,"지하1층(서점, 33 점포, 주차장 출입구), 1층(38, 83, 93 점포, 화장실)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-01,경기도 성남시 분당구 내정로166번길 7-6,,KT,031-1588-9010,37.373057,127.120217,2021-09-30
6515,미래타운제1종합시장,"1002호, 1004호, 1009호, 1016호, 1083호, 1089호, 1024호, 1029호, 1097호",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 불정로386번길 10,,KT,031-1588-9010,37.37296,127.137834,2021-09-30
6516,정자청소년수련관,"지하1층 춤꾼, 1층 의무실, 2층 마음의 방, 3층(도서관, 컨텐츠아카데미, 헬스장), 4층(공연장, 영상편집실), 5층 체육관",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2015-12,경기도 성남시 분당구 성남대로407번길 12,,KT,031-1588-9010,37.372768,127.10628,2021-09-30
6517,정자1동 주민센터,정자1동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 정자일로 145,,분당구 행정지원과,031-729-7072,37.37269,127.106433,2021-09-30
6518,수내2동 주민센터,수내2동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 내정로166번길 17,,분당구 행정지원과,031-729-7072,37.372367,127.120825,2021-09-30
6519,당골공원,중간 입구 근처,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 불정로 312,,스마트도시과,031-729-8523,37.372331,127.129661,2021-09-30
6520,서현청소년수련관,"지하1층 기계실, 1층 카페, 2층 휴게실, 3층 계단, 4층 계단",경기도,성남시,지역문화시설,KT,Public WiFi Free,2014-01,경기도 성남시 분당구 불정로386번길 38,,KT,031-1588-9010,37.372208,127.139854,2021-09-30
6521,정자 반려견,반려견장 인근,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 황새울로 124,,스마트도시과,031-729-8523,37.372094,127.109314,2021-09-30
6522,미래타운제2종합시장,"1층(105호, 118호, 126호), 2층(세이프로드, EPS, 교회)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 불정로376번길 31,,KT,031-1588-9010,37.372075,127.138823,2021-09-30
6523,내정 어린이공원,내정 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 수내동 62,스마트도시과,031-729-8523,37.372061,127.121512,2021-09-30
6524,돌고래시장,"지하1층(51, 43, 101, 150-1 점포), 1층(113점포, 계단, 화장실)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-01,경기도 성남시 분당구 내정로174번길 42,,KT,031-1588-9010,37.371199,127.122479,2021-09-30
6525,능골공원 물놀이장,능골공원 물놀이장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 정자동 103,스마트도시과,031-729-8523,37.370774,127.116994,2021-09-30
6526,동신종합시장,지1층~6층,경기도,성남시,서민·복지시설,LGU+,Public WiFi Free,2015-12,경기도 성남시 분당구 돌마로 361,,LGU+,031-1544-8585,37.370675,127.122829,2021-09-30
6527,능골공원,능골공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 정자동 103,스마트도시과,031-729-8523,37.370137,127.116364,2021-09-30
6528,분당동 주민센터,분당동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 불정로 312,,분당구 행정지원과,031-729-7072,37.370101,127.130995,2021-09-30
6529,현대프라자시장,"지하1층(휘트니스, 관리사무소 로비), 2층 로비, 3층 로비, 4층 로비, 5층 로비(2대)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 돌마로 364,,KT,031-1588-9010,37.369958,127.123671,2021-09-30
6530,태현공원,놀이터 인근,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 장안로 26번길 12,,스마트도시과,031-729-8523,37.369218,127.143485,2021-09-30
6531,정자교,정자교,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 정자동 100-3,스마트도시과,031-729-8523,37.368675,127.109234,2021-09-30
6532,한솔종합사회복지관,"지하1층 노인정, 1층 멀티미디어실, 2층(피아노실, 주간보호센터), 3층 강당, 별관1층(사무실, 교실, 자료실)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2015-12,경기도 성남시 분당구 내정로 94,,KT,031-1588-9010,37.368349,127.116034,2021-09-30
6533,분당종합시장,"지하1층(카운터, 남탕 사우나), 1층 문구사, 2층(로비, 휘트니스클럽), 3층(사무소, 로비)",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 돌마로366번길 42,,KT,031-1588-9010,37.367195,127.126813,2021-09-30
6534,수내3동 주민센터,수내3동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 돌마로356번길 43,,분당구 행정지원과,031-729-7072,37.366829,127.126083,2021-09-30
6535,정자동 물놀이장,물놀이장 인근,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 황새울로 74,,스마트도시과,031-729-8523,37.36667,127.109357,2021-09-30
6536,신기교,신기교,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 정자동 100-3,스마트도시과,031-729-8523,37.366277,127.109244,2021-09-30
6537,정자역 광장,정자역광장,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 성남대로 343번길 5,,스마트도시과,031-729-8523,37.366269,127.10753,2021-09-30
6538,성남산업진흥재단,"대강당, 로비, 사무실1, 사무실2",경기도,성남시,관공서,LGU+,Public WiFi Free,2015-12,경기도 성남시 분당구 성남대로331번길 8,,LGU+,031-1544-8585,37.365902,127.106603,2021-09-30
6539,신해철 거리,신해철거리내,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 발이봉로 3번길 2,,스마트도시과,031-729-8523,37.365875,127.126727,2021-09-30
6540,정자2동 주민센터,정자2동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2014-12,경기도 성남시 분당구 내정로 66,,분당구 행정지원과,031-729-7072,37.36581,127.115153,2021-09-30
6541,선지봉 어린이공원,선지봉 어린이공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 분당동 179,스마트도시과,031-729-8523,37.365538,127.141356,2021-09-30
6542,분당메디케어,"4층 입구, 8층 카운터",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 정자일로 158,,KT,031-1588-9010,37.364324,127.106227,2021-09-30
6543,야탑3동 주민센터,야탑3동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2015-12,경기도 성남시 분당구 야탑로167번길 12,,분당구 행정지원과,031-729-7072,37.410793,127.137963,2021-09-30
6544,상희공원,상희공원,경기도,성남시,편의시설,성남시청,G_PublicWiFi@SeongNam,2018-08,,경기도 성남시 분당구 야탑동 271,스마트도시과,031-729-8523,37.410695,127.140869,2021-09-30
6545,탄천종합운동장,"탄천운동장 관중석, 출입구",경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2017-12,경기도 성남시 분당구 탄천로 215,,스마트도시과,031-729-8523,37.410376,127.121018,2021-09-30
6546,탄천종합운동장 (스포츠센터),탄천운동장 탄천스포츠센터,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2013-12,경기도 성남시 분당구 탄천로 215,,도시개발공사,031-725-9300,37.410073,127.121201,2021-09-30
6547,탄천종합운동장 (체육회관),탄천운동장 체육회관,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2013-12,경기도 성남시 분당구 탄천로 215,,도시개발공사,031-725-9300,37.410073,127.121201,2021-09-30
6548,탄천종합운동장 (주경기장),탄천운동장 주경기장,경기도,성남시,지역문화시설,성남시청,G_PublicWiFi@SeongNam,2013-12,경기도 성남시 분당구 탄천로 215,,도시개발공사,031-725-9300,37.410073,127.121201,2021-09-30
6549,YWCA은학의집(노인요양시설),"1층(다목적실, 체육관, 프로그램실), 별관3층 휴게실",경기도,성남시,서민·복지시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 벌말로30번길 41,,KT,031-1588-9010,37.409992,127.142653,2021-09-30
6550,탄천종합운동장(체육회관),"3층 체육관, 4층 헬스장",경기도,성남시,지역문화시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 탄천로 215,,KT,031-1588-9010,37.409882,127.120372,2021-09-30
6551,탄천종합운동장(스포츠센터),"1층(볼링장 입구, 볼링장 카운터), 3층 테니스장 대기실",경기도,성남시,지역문화시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 탄천로 215,,KT,031-1588-9010,37.409882,127.120372,2021-09-30
6552,탄천종합운동장(복지관_체육회관내),"지하2층(매점, 수영장 대기실)",경기도,성남시,지역문화시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 탄천로 215,,KT,031-1588-9010,37.409882,127.120372,2021-09-30
6553,탄천종합운동장(주경기장),"1층 메가박스, 2층 기자석",경기도,성남시,지역문화시설,KT,Public WiFi Free,2014-12,경기도 성남시 분당구 탄천로 215,,KT,031-1588-9010,37.409882,127.120372,2021-09-30
6554,야탑2동 주민센터,야탑2동 주민센터,경기도,성남시,관공서,성남시청,G_PublicWiFi@SeongNam,2014-12,경기도 성남시 분당구 야탑로76번길 5,,분당구 행정지원과,031-729-7072,37.409402,127.127342,2021-09-30
